customer_name,customer_email,customer_gender,customer_age_group,customer_loyalty_program,product_category,product_sub_category,product_name,product_rating,product_review_text,product_return_status,product_issue_type,order_id,order_status,purchase_mode,payment_mode,discount_applied,store_location,delivery_status,order_fulfillment_time,response_time,follow_up_required,feedback_date,feedback_category,feedback_sub_category,sentiment,customer_sentiment_score,feedback_text_length,customer_support_rating,resolution_status,staff_name,staff_email
Makayla Kelley,sethdouglas@example.com,Male,35-44,Yes,Groceries,Oral Care,monetize intuitive mindshare,5,"Discover goal bring. Similar meet alone pressure. Open why over able enjoy.
Yet professional current national perhaps voice. Audience cost fund really television personal director.",Yes,Not as Described,5f4b5688-e0b7-4ab3-a860-6f8dd5731ffd,Confirmed,Offline,Card,No,Chicago,Delivered,7,11,Yes,2024-06-30,Usability,Excellent,Neutral,0.306424804482172,168,3,Not Resolved,Rodney Hunt,bondcourtney@example.com
Sharon Anderson,sally74@example.com,Male,55+,Yes,Kitchen Appliances,Cleaning Supplies,innovate intuitive solutions,4,Social quite home control happen teach. Admit set look mean recognize particular special.,Yes,Missing Parts,18985560-f394-436e-ac40-8199791e5b64,Confirmed,Offline,Card,No,Mumbai,Delivered,7,8,Yes,2024-07-19,Price,Good,Neutral,0.062004861161748304,191,4,Not Resolved,Rodney Hunt,cwhite@example.com
Pamela Lawrence,wilsonjessica@example.org,Female,45-54,Yes,Personal Care,Skincare,visualize interactive content,2,"Two five happen ground big new interesting. Huge affect election fly keep. Middle foot reality listen.
Star wait wrong sister out. Type type few out turn political hot.",No,Missing Parts,396253a3-2123-4429-9e44-5ef5b47e0259,Not Confirmed,Online,UPI,Yes,London,Pending,2,4,Yes,2024-10-30,Usability,Average,Positive,0.543146742806776,158,5,Resolved,Paul Brown,amandabrady@example.org
Michelle Gonzales,michaelcohen@example.com,Female,55+,No,Household Items,Skincare,enhance user-centric architectures,2,"Continue identify indicate sing.
Black thus many. Draw make later difficult science run. Keep market whose camera.",No,Other,57d154f3-2517-42ca-ad86-ec9f8e062889,Confirmed,Offline,Card,Yes,London,Pending,6,17,No,2024-07-31,Usability,Good,Neutral,0.11589478213227533,114,4,Not Resolved,Kathleen Friedman,bondcourtney@example.com
Adrian Allen,keithfrancisco@example.org,Female,18-24,No,Kitchen Appliances,Beverages,harness leading-edge bandwidth,3,"Tonight decision education look wonder.
Enough war remain necessary mission guess. Simple project party south. Career own level every.",Yes,Missing Parts,fa0d14cb-04e5-4554-b456-f03756ae9a8c,Confirmed,Online,UPI,No,Mumbai,Pending,4,6,No,2024-09-21,Delivery,Good,Positive,-0.9802682495231838,107,2,Not Resolved,Rebecca Banks,dvalenzuela@example.net
Janet Yang,josephnelson@example.net,Other,45-54,No,Stationery,Bedding,re-contextualize B2B architectures,2,May soldier window but generation. Change else special. Arrive marriage answer firm charge compare follow music.,No,Other,5b54255e-5713-4c22-89ea-77bdceefccf8,Confirmed,Online,Cash,No,Chicago,Pending,6,12,Yes,2024-04-15,Usability,Average,Negative,-0.6887005314700112,119,4,Resolved,Paul Brown,carolgarcia@example.org
Cameron Cooper,katelyn73@example.com,Male,18-24,No,Groceries,Pencils,incubate leading-edge deliverables,3,"Hundred consumer assume size manage.
Security result pull job campaign despite region. Cold pattern nothing score parent. Example start chance.",Yes,Not as Described,b33cccf2-853a-4901-b719-a2732131a106,Confirmed,Offline,Cash,Yes,New York,Delivered,1,24,Yes,2024-02-08,Usability,Good,Positive,0.5313634276920296,181,4,Resolved,Kathleen Friedman,carolgarcia@example.org
Wanda Williams,williamalexander@example.net,Male,18-24,No,Groceries,Notebooks,transform innovative architectures,1,"Full put develop article culture. Remain training outside.
Receive civil since traditional start admit. Law building effect require challenge. Young summer news billion.",No,Not as Described,a7d08c4a-e3e2-477e-8c15-0415e4f786a7,Not Confirmed,Online,Card,No,Mumbai,Delivered,4,7,No,2024-10-26,Service,Average,Neutral,0.8360095992078098,199,3,Resolved,Regina Rodriguez,jeffreyleonard@example.com
Ruben Lang,lori52@example.com,Male,25-34,Yes,Stationery,Cleaning Supplies,architect holistic e-markets,4,"Large seem realize wear. Despite among page your.
Look as boy.
Minute meeting response middle really young language marriage. Society blood executive I.",Yes,Other,9a874b05-c0c9-4a60-9e64-ee784f1e69bb,Confirmed,Offline,Cash,Yes,London,Delivered,4,21,Yes,2024-10-21,Customer Support,Good,Negative,-0.8809408705726096,128,4,Resolved,Paul Brown,carolgarcia@example.org
James Payne,richardwilson@example.com,Other,25-34,No,Household Items,Hair Care,enable integrated users,3,"Student kind operation. Easy business herself first development. Pretty best audience.
Charge practice magazine follow two door maybe choose. Interesting instead protect red.",Yes,Other,f4c2bed3-5f34-4e1e-9ced-d781a450d82e,Confirmed,Online,Card,Yes,Chicago,Shipped,4,22,Yes,2024-02-03,Customer Support,Good,Negative,0.7432621108635957,198,3,Not Resolved,Kathleen Friedman,bondcourtney@example.com
Shannon Martinez,crystal24@example.org,Female,25-34,No,Personal Care,Pens,exploit dot-com action-items,1,Raise arm agent. Onto cost need road middle activity. Every through exactly suddenly mission sure later.,No,Missing Parts,875ec7d9-20cf-4298-83ff-75d839dcd595,Confirmed,Offline,Card,No,London,Pending,6,7,No,2024-06-01,Usability,Poor,Positive,0.6704790049338223,159,4,Resolved,Matthew Hall,jeffreyleonard@example.com
Rhonda Warren,cjackson@example.org,Male,25-34,No,Household Items,Pens,expedite collaborative markets,2,"Area per service financial culture. Necessary five mission safe may maintain kind. Me quickly experience right billion leader.
Republican be Mrs. Above add test reflect successful thought agreement.",Yes,Not as Described,c307aaa8-e3fd-41a7-ab5a-75b4990c6d85,Confirmed,Online,UPI,Yes,Los Angeles,Delivered,4,23,No,2024-07-08,Delivery,Poor,Neutral,0.5618387281891315,195,3,Resolved,Paul Brown,mcraig@example.com
Joshua Boyer,bradleyshannon@example.org,Male,35-44,No,Personal Care,Hair Care,productize one-to-one ROI,2,"Tax pressure have one. Religious personal six democratic TV person.
Similar thus three present short.",Yes,Defective,fcbbc69d-a4b9-449e-b7fe-34a7472a721e,Confirmed,Offline,UPI,Yes,London,Delivered,3,8,No,2024-05-11,Delivery,Poor,Positive,0.39289105915631395,180,5,Resolved,Linda Barber,dvalenzuela@example.net
John Mccarthy,dbrown@example.com,Male,25-34,Yes,Personal Care,Toasters,orchestrate extensible bandwidth,4,Stop road spend rich model. Serious must item white fly. Executive budget wish other explain democratic save important.,Yes,Defective,59bf70e3-ef65-4196-901b-4ac6d06196ef,Confirmed,Offline,Cash,Yes,London,Pending,7,8,No,2024-05-20,Delivery,Excellent,Neutral,-0.27393077755445416,132,4,Not Resolved,Rodney Hunt,thompsondawn@example.org
James Rodriguez,gvalenzuela@example.org,Other,35-44,No,Groceries,Cleaning Supplies,extend compelling e-markets,3,"City involve agree throw price perform because. Board little design similar. While city try recently.
Pass security break sea development. Hospital full we opportunity form lot generation.",No,Missing Parts,2f6fa7c5-822b-4388-b20f-e7ddbce56d82,Not Confirmed,Online,Card,No,New York,Shipped,3,24,No,2024-05-23,Customer Support,Poor,Neutral,-0.2812496461156413,148,5,Resolved,Sarah Gill,mcraig@example.com
Matthew Wolf,ojones@example.com,Male,45-54,No,Household Items,Furniture,orchestrate frictionless e-markets,1,Think ground month plan two. Make list sport international speak understand else such.,Yes,Missing Parts,2dccd740-5024-495e-95e4-93f9ad25e991,Confirmed,Offline,Card,No,Los Angeles,Pending,5,9,No,2024-10-20,Quality,Excellent,Negative,0.22616897424520443,173,2,Resolved,Linda Barber,cwhite@example.com
Kevin Copeland,andrea83@example.net,Male,35-44,No,Stationery,Furniture,reinvent real-time eyeballs,5,"Shoulder world letter.
Respond mention number detail degree. Voice fund when owner peace service true.
Role to factor old attack very society. Draw entire same miss bag magazine.",No,Not as Described,9dd3b8f9-db50-4225-a300-84572be838a6,Confirmed,Offline,Card,Yes,Mumbai,Shipped,5,14,No,2024-08-05,Price,Good,Negative,-0.9871662979037457,125,4,Resolved,Regina Rodriguez,cwhite@example.com
Michelle Heath,nicholaslee@example.com,Female,45-54,Yes,Kitchen Appliances,Paper,enhance bricks-and-clicks architectures,5,Character PM treatment deal standard. Several year police. Street still adult machine.,Yes,Not as Described,4f63dae7-b568-4d4a-a677-afd377b5d1b0,Confirmed,Online,Card,No,Los Angeles,Pending,1,19,Yes,2024-11-03,Customer Support,Average,Neutral,-0.8833856774313997,176,2,Not Resolved,Sarah Gill,amandabrady@example.org
Jonathan Massey,criley@example.com,Other,35-44,No,Groceries,Fruits,implement web-enabled networks,1,"Film door member he baby. Actually long every pay door law threat.
Of course people general. Push happy skill these. Range with Congress off.",Yes,Missing Parts,9ec7910b-db96-4e53-8335-6e973a7df59a,Not Confirmed,Online,UPI,No,Mumbai,Shipped,2,22,No,2024-10-09,Usability,Poor,Positive,-0.9345441289559515,132,2,Not Resolved,Jason Howell,cwhite@example.com
Cheryl Mcdaniel,mcastillo@example.com,Other,18-24,No,Stationery,Oral Care,synthesize plug-and-play e-commerce,2,"How summer than knowledge check. Since positive often agent movement. Room type price test.
Establish certain blue material age. Site somebody simple senior. My picture prove experience while.",No,Defective,5495328c-4619-4928-8c19-fd9a40abb1c9,Confirmed,Online,Card,No,Los Angeles,Shipped,2,24,No,2024-04-12,Customer Support,Poor,Negative,0.6188131840691482,170,2,Not Resolved,Paul Brown,jeffreyleonard@example.com
Christopher Thompson,gregoryglover@example.com,Other,35-44,No,Groceries,Beverages,grow intuitive action-items,1,"Technology although even laugh not discover party. Gas four marriage herself.
Picture five behind both. Window indicate same feel religious always. Difference floor range deep whatever care.",Yes,Missing Parts,830d2779-509a-4ad2-a574-db41220b3f3e,Not Confirmed,Offline,UPI,No,London,Shipped,6,18,Yes,2024-04-01,Usability,Excellent,Negative,-0.23954478532033163,141,2,Resolved,Rebecca Banks,cwhite@example.com
Christopher Adams,cgarcia@example.org,Male,35-44,Yes,Household Items,Pencils,visualize value-added bandwidth,3,"Learn kind change away positive service big policy. Realize ahead laugh bed.
Practice sing scientist dinner rate exactly. Although vote now case.",No,Defective,b471029f-6f0e-465b-b06b-b13349106e63,Not Confirmed,Online,UPI,Yes,Mumbai,Shipped,5,2,Yes,2024-08-09,Customer Support,Excellent,Negative,0.08262957559369233,121,2,Not Resolved,Matthew Hall,thomas01@example.org
Anthony Rogers,awalker@example.org,Female,45-54,No,Groceries,Cleaning Supplies,leverage back-end ROI,3,"Son low movie evening especially. Will fish state lay follow live executive. Out social treat mean.
System late top clearly. Professional wish himself education large also art. Finally several when.",No,Missing Parts,09c81dbf-1bfb-4ea9-a118-c1d4513fb133,Not Confirmed,Offline,Cash,Yes,Mumbai,Shipped,5,2,Yes,2024-06-27,Customer Support,Average,Positive,0.7809032325482266,88,5,Resolved,Karen Taylor,carolgarcia@example.org
Travis Murray,jamescuevas@example.org,Other,25-34,Yes,Personal Care,Vegetables,embrace granular communities,3,Hope affect hair nearly likely up drop. Sell friend tonight blood degree whole. Other might top site return approach remain.,No,Missing Parts,52d268f1-82aa-4ac5-a1fd-9c28952cff4d,Not Confirmed,Offline,Cash,No,London,Shipped,3,10,No,2024-02-29,Delivery,Excellent,Neutral,0.1577582152083099,185,4,Resolved,Jason Howell,thomas01@example.org
Danielle Jones,jamesroberson@example.net,Other,18-24,No,Kitchen Appliances,Pencils,brand B2C e-services,4,Civil feeling several subject research discuss ago within. Nation world sister protect factor remember read dark.,Yes,Defective,16425078-3755-4e9c-bfd9-f97dbd83fedc,Not Confirmed,Online,Cash,No,London,Delivered,4,17,Yes,2024-05-04,Customer Support,Good,Positive,-0.6933543406013796,115,5,Not Resolved,Sarah Gill,dvalenzuela@example.net
Terrence Peters,morganjeffrey@example.com,Other,18-24,Yes,Stationery,Hair Care,optimize compelling synergies,1,"Girl arm president close.
Reduce decision plant her song. Attorney next break house.
Agency professional glass too concern. Ask many suffer. Interest nor what class.",No,Other,2cfcf338-7ec4-4467-b66e-91e3aef82e91,Not Confirmed,Offline,Cash,No,London,Pending,4,10,No,2024-04-13,Customer Support,Poor,Negative,-0.013844067048065734,128,4,Not Resolved,Rodney Hunt,bondcourtney@example.com
Amy Sampson,thomas43@example.com,Female,18-24,Yes,Household Items,Blenders,transition granular models,4,Offer wind role give imagine firm career. Stay become remember say hear suddenly travel.,Yes,Missing Parts,12b5f6c1-fee4-4626-b2b0-c49ad659c06f,Not Confirmed,Offline,UPI,No,New York,Shipped,7,15,Yes,2024-03-24,Quality,Average,Positive,0.16480098958463185,184,2,Resolved,Matthew Hall,carolgarcia@example.org
Justin Barr,langbeth@example.org,Female,18-24,No,Groceries,Pens,innovate seamless e-tailers,4,"Suffer loss painting economy anyone cost. Expect assume hot surface draw turn keep.
Force can quite better beautiful. Foot measure certain enter find consumer.",Yes,Missing Parts,773925c3-522b-4af3-8287-f4db14d18c60,Confirmed,Offline,Cash,Yes,Chicago,Delivered,3,14,Yes,2024-10-28,Quality,Average,Neutral,-0.7565243120047043,184,4,Not Resolved,Rodney Hunt,rachelstone@example.net
Todd Gordon,eileen52@example.org,Female,35-44,No,Groceries,Fruits,optimize global synergies,1,"Ok middle and itself far. Process dinner environmental administration very writer especially something.
Us step time himself bar foot. Again medical staff customer western president piece.",Yes,Other,18f3aa6e-0930-49a2-ae0a-a698d3e18091,Confirmed,Online,Card,No,Los Angeles,Delivered,5,15,No,2024-02-22,Usability,Average,Negative,-0.15453876187990145,122,2,Not Resolved,Kathleen Friedman,carolgarcia@example.org
Ann Miller,coxelizabeth@example.net,Male,55+,No,Personal Care,Snacks,architect wireless e-commerce,4,"Say deal religious probably. Director reason foreign one professor clear material. Mission seat magazine fly place.
Behavior theory class ever his. Only trouble American fast read standard.",Yes,Defective,2b52aa1b-5782-4666-86a2-68fb3558e80a,Confirmed,Online,Cash,No,New York,Shipped,2,15,Yes,2024-02-29,Customer Support,Good,Neutral,0.24251552398036957,99,2,Resolved,Karen Taylor,dvalenzuela@example.net
Emily Hudson,haleyadams@example.net,Male,18-24,Yes,Groceries,Paper,seize real-time experiences,2,"Under technology third choice the. Seat on at front gas rather spend.
Type son wear why style team choose. Social there candidate discuss fly.",Yes,Other,464f1a75-a24f-4324-94aa-9413ccb02f72,Confirmed,Online,Cash,Yes,Mumbai,Pending,6,1,Yes,2024-01-31,Customer Support,Average,Positive,0.9029061174977129,124,4,Resolved,Regina Rodriguez,dvalenzuela@example.net
Angela Webb,joshua66@example.com,Female,25-34,No,Personal Care,Fruits,disintermediate scalable web-readiness,2,"Down stop during source above think instead on. Power with yes anything PM.
That anyone beautiful whole it employee. Near see couple act stop. Only century movie draw role management research.",No,Defective,cb9f7cf1-99a0-4f47-a58a-ddd356cfd303,Not Confirmed,Offline,Card,No,London,Pending,5,22,Yes,2024-07-24,Customer Support,Average,Positive,0.890126271987183,138,5,Resolved,Regina Rodriguez,thompsondawn@example.org
Joanna Cooper,upeterson@example.com,Female,45-54,No,Kitchen Appliances,Notebooks,harness synergistic interfaces,3,"Focus nearly remember. Face strong skill structure. Free senior south allow population real.
Whatever political option support hard your too. Image receive magazine candidate for.",Yes,Defective,6db2dbf1-aeae-4743-8f93-4a0032b3722d,Not Confirmed,Offline,UPI,No,Chicago,Shipped,6,1,Yes,2024-08-29,Delivery,Poor,Negative,-0.8466849179754765,106,2,Not Resolved,Rebecca Banks,rachelstone@example.net
Sharon Salas,jenningsjames@example.com,Male,18-24,No,Kitchen Appliances,Skincare,brand sticky channels,1,"Present authority where let from interesting. Can bed return risk despite.
Fund leg reality put. Common oil box site spring them.",No,Defective,98e16604-be01-49cb-8dba-d7f4b86b8266,Not Confirmed,Offline,Cash,No,Chicago,Pending,2,10,No,2024-02-24,Service,Average,Neutral,-0.5344299151916443,176,5,Resolved,Jason Howell,jeffreyleonard@example.com
Marilyn Haney,wpotter@example.org,Male,35-44,No,Kitchen Appliances,Blenders,enhance end-to-end experiences,2,For minute attention short so determine who. Phone production term knowledge alone. Century take base coach.,No,Not as Described,868eb853-6a22-4ab6-a279-fd16d2b09d07,Confirmed,Offline,Cash,No,New York,Shipped,2,13,Yes,2024-07-06,Quality,Excellent,Positive,-0.15428718499505933,124,4,Not Resolved,Karen Taylor,dvalenzuela@example.net
Miss Sarah Holloway,jasonmorris@example.com,Female,55+,Yes,Stationery,Oral Care,facilitate plug-and-play models,5,"Detail simply final plant write generation area. Myself main may.
Activity lose late economic really. History fill arm next investment. Series dream often available behavior hospital performance.",Yes,Missing Parts,26ddb3d6-ecb6-44cf-96b5-fa394cfdd6fb,Not Confirmed,Offline,UPI,Yes,New York,Delivered,1,7,No,2024-01-26,Service,Excellent,Negative,-0.8673245372756346,129,5,Resolved,Kathleen Friedman,bondcourtney@example.com
Heather Carter,howarddaniel@example.com,Male,55+,Yes,Stationery,Beverages,enhance bleeding-edge e-commerce,2,"Science center card kind modern.
Around so event grow yeah admit anyone. World wind law brother though. Tree doctor kind car goal significant measure.",Yes,Defective,b6e7c6f5-4408-4424-81f8-4461d28b3eb4,Confirmed,Online,UPI,Yes,London,Shipped,1,20,No,2024-03-13,Delivery,Average,Neutral,0.4273900795308774,124,2,Resolved,Paul Brown,mcraig@example.com
Melissa Williams,glorialucas@example.net,Other,18-24,No,Household Items,Oral Care,benchmark enterprise infrastructures,2,Write do maintain general question radio. Hospital personal continue firm style pressure especially.,Yes,Missing Parts,b107ae5d-9794-4344-8cf9-8968ec8c2585,Not Confirmed,Offline,UPI,No,Chicago,Pending,6,10,No,2024-04-02,Service,Average,Positive,-0.21986647532755388,167,1,Resolved,Kathleen Friedman,bondcourtney@example.com
Shannon Black,hodgelauren@example.com,Female,55+,No,Groceries,Pens,aggregate impactful synergies,1,Gas physical wind we case indeed. Need far better table. Anyone camera travel our management read. Summer project safe wear.,Yes,Other,73ee6b0c-2ff5-460d-9ff1-0c314ceac975,Confirmed,Online,Cash,Yes,Los Angeles,Shipped,3,7,Yes,2024-02-22,Usability,Excellent,Neutral,0.9841814691454647,112,5,Resolved,Karen Taylor,mcraig@example.com
Angel Reeves,gregg55@example.org,Female,35-44,No,Groceries,Rice Cookers,cultivate granular schemas,1,"Appear camera sell left public. Yeah prevent toward should begin why old.
Skin involve economic institution keep. Care ground rate.",No,Not as Described,3045f07f-ac88-44cb-8f15-87f6f5e3751a,Confirmed,Online,UPI,Yes,New York,Pending,1,5,Yes,2024-01-30,Price,Average,Positive,0.06279810357800564,156,4,Not Resolved,Kathleen Friedman,mcraig@example.com
Allison Thomas,cbailey@example.org,Other,18-24,No,Household Items,Oral Care,benchmark rich supply-chains,2,"Forward next reality east figure near. Himself indicate stop dinner will medical. Sound claim son.
Minute if say computer. Push child unit play.",No,Missing Parts,cea16b7f-78d6-4913-8e9a-68f09ec26a39,Confirmed,Online,Card,No,New York,Shipped,3,22,No,2024-04-14,Usability,Good,Positive,-0.6762049985438039,173,2,Not Resolved,Rebecca Banks,dvalenzuela@example.net
Rachel Rollins,morenorussell@example.org,Other,35-44,No,Kitchen Appliances,Vegetables,harness scalable deliverables,3,Production add her laugh front. Teacher exactly around plan long medical arrive strong. Interesting eight moment its remain.,Yes,Defective,717bc411-9af4-4752-972a-2d1131ab8f8a,Confirmed,Offline,Card,Yes,Mumbai,Delivered,1,4,No,2024-01-07,Delivery,Poor,Neutral,-0.6441537754446003,119,1,Resolved,Paul Brown,rachelstone@example.net
Alejandro Curtis,cartermario@example.com,Male,45-54,Yes,Kitchen Appliances,Bedding,synthesize scalable users,4,"Debate above computer perhaps teacher. Try bank as factor movie attorney assume. Maintain involve others matter young.
Remember step society not appear. Store team issue sign small name interest.",Yes,Not as Described,0142a266-f92d-4e13-bad8-ae5c6144ef8f,Not Confirmed,Online,Card,Yes,New York,Delivered,2,9,Yes,2024-11-18,Price,Average,Neutral,0.5210724775702709,155,1,Resolved,Rodney Hunt,bondcourtney@example.com
Christine Kemp,nicole99@example.net,Male,18-24,Yes,Personal Care,Blenders,enable mission-critical solutions,1,"The race though already only thank develop. Economy theory education political voice chance.
Property can operation bar need reveal. But will doctor allow catch community way.",No,Not as Described,4e202975-e337-4aca-a30a-f3392f4b7e84,Not Confirmed,Online,Card,No,Mumbai,Delivered,6,1,Yes,2024-10-24,Delivery,Average,Positive,0.5622514696367009,148,1,Resolved,Rebecca Banks,cwhite@example.com
Jeffrey Simpson,jessica14@example.net,Other,18-24,No,Household Items,Microwaves,orchestrate enterprise systems,1,Be media break improve affect within. City unit white in common letter enough. Performance imagine total son include always force.,Yes,Other,07186ffc-fd78-462f-a512-2ff1998298a8,Confirmed,Online,Card,No,London,Shipped,4,4,Yes,2024-11-12,Quality,Average,Positive,-0.2546889234278995,143,2,Not Resolved,Sarah Gill,dvalenzuela@example.net
April Tanner,michaelclark@example.net,Other,55+,Yes,Household Items,Toasters,utilize e-business partnerships,2,Career kitchen organization past. Agree wish success difficult each. How authority exist pass sign discuss yard color. Response only foreign note respond.,No,Missing Parts,cd32fbab-3d30-4967-b567-d8b1be52b442,Confirmed,Offline,Card,Yes,Mumbai,Pending,7,20,No,2024-05-22,Service,Poor,Negative,0.47080876349554535,144,3,Resolved,Linda Barber,dvalenzuela@example.net
Rita Huff,jtaylor@example.com,Male,35-44,No,Stationery,Blenders,empower scalable functionalities,4,"Day fund finally consider third themselves. Own week science goal son firm industry. Air wear chance there discover.
High line nature throw question claim. Buy new TV new.",Yes,Defective,8b67b1c9-8b72-43ef-8799-b3750677209f,Not Confirmed,Online,UPI,Yes,Chicago,Shipped,7,17,Yes,2024-08-03,Service,Excellent,Positive,-0.31212073708531896,94,5,Resolved,Sarah Gill,jeffreyleonard@example.com
Bradley Williams,carly42@example.net,Female,25-34,Yes,Groceries,Pens,enable compelling convergence,3,"Staff owner learn song. Law research happy rate help skill item. Understand since difficult night.
Source read pick television difficult. Watch former room do professional.",Yes,Defective,e4ae3560-bf9e-490c-86f9-73221e23528c,Not Confirmed,Offline,UPI,Yes,London,Shipped,3,6,Yes,2024-03-26,Service,Poor,Negative,0.19193276705866502,168,3,Not Resolved,Regina Rodriguez,bondcourtney@example.com
Julie Rasmussen,stephensmith@example.org,Female,25-34,Yes,Household Items,Snacks,engineer global channels,4,Mind deal impact. East unit third agent again. Light truth me table usually magazine late school.,Yes,Defective,4c6c86c6-09ca-4cb8-b0ee-04ce6c15e326,Not Confirmed,Online,UPI,No,Mumbai,Shipped,3,23,No,2024-11-17,Delivery,Good,Negative,0.9903225889052589,121,4,Not Resolved,Jason Howell,rachelstone@example.net
Wayne Wheeler,gregorybrown@example.net,Female,35-44,Yes,Household Items,Beverages,harness robust architectures,3,Idea want lay itself myself service. Near question attack home part hope they. Involve night agree image challenge manager major thing. Down song fall.,No,Other,e222e487-f2cc-4d2e-8768-551ee927552e,Not Confirmed,Offline,Cash,No,Chicago,Pending,5,16,No,2024-06-17,Service,Average,Neutral,0.5156095058458325,166,4,Resolved,Rebecca Banks,thomas01@example.org
Kevin Sellers,perezjacqueline@example.org,Other,55+,Yes,Household Items,Pencils,productize value-added technologies,5,Least others week book mind perhaps. Move can peace instead idea difference choose. Recognize medical pretty really fast either.,No,Defective,c1aac739-24c1-4a52-b660-86bbc584c6bd,Confirmed,Online,Card,No,New York,Delivered,3,22,Yes,2024-09-29,Quality,Excellent,Neutral,0.5665458918774968,74,3,Resolved,Rebecca Banks,carolgarcia@example.org
Mr. Anthony Hoffman,jamessimpson@example.net,Other,35-44,Yes,Kitchen Appliances,Bedding,re-contextualize value-added relationships,1,"Score bit he foreign. Dark on offer go. Radio reality concern first short reveal education hour.
Experience side former small go last. Within enjoy enter high huge.",Yes,Other,32880bb0-6fa0-444c-89ed-0309a6047ef2,Confirmed,Online,Card,No,London,Shipped,4,13,No,2024-09-28,Delivery,Excellent,Negative,-0.25346227625414364,128,2,Not Resolved,Linda Barber,mcraig@example.com
Thomas Hoffman,taylorellen@example.com,Male,45-54,Yes,Groceries,Cleaning Supplies,facilitate viral supply-chains,5,"Inside include simple direction. Card hair catch course could toward newspaper. Need pressure step society.
No per number sense check.
Me class hold quickly fund majority.",No,Missing Parts,0d5af6c7-8021-4572-9cdc-5e4cb8bc4b75,Confirmed,Offline,Card,No,Mumbai,Shipped,3,21,No,2024-10-22,Service,Poor,Negative,-0.6282050452284995,153,3,Resolved,Paul Brown,amandabrady@example.org
Louis Costa,kimberly15@example.net,Female,55+,No,Kitchen Appliances,Notebooks,e-enable best-of-breed functionalities,1,"Court way watch more such man goal. List gun economy bed something report certainly because. Miss employee early fear development approach kid.
Yard professor back. Factor station allow product.",No,Other,83ee6bf1-c9c9-40fe-9f6a-7117b329075b,Not Confirmed,Online,UPI,Yes,London,Pending,2,18,No,2024-10-15,Quality,Excellent,Negative,0.5847774077005465,130,4,Resolved,Karen Taylor,cwhite@example.com
Sabrina Wilson,reedrachael@example.org,Male,18-24,No,Household Items,Pencils,aggregate proactive e-tailers,5,"Well individual across whatever then also than. Change surface money which call both almost.
Staff fish radio rich. Heavy stay stuff.",No,Missing Parts,0e5dad20-8d20-464c-bf0a-f6bf1911704d,Not Confirmed,Online,Card,Yes,Los Angeles,Shipped,7,22,No,2024-03-07,Customer Support,Excellent,Neutral,-0.8991496677412283,176,2,Resolved,Matthew Hall,amandabrady@example.org
Kenneth Nguyen,roberto06@example.org,Male,45-54,Yes,Stationery,Bedding,e-enable impactful convergence,5,A leg international raise. Like road next word around home half. Through note data west enter by performance offer.,Yes,Other,5ecbb5ab-736f-40d7-8092-c0d583827c76,Confirmed,Offline,Card,Yes,Los Angeles,Delivered,3,18,Yes,2024-02-05,Usability,Poor,Neutral,0.5626574654099008,145,1,Resolved,Regina Rodriguez,rachelstone@example.net
Brenda Bradley,powellerin@example.org,Female,45-54,Yes,Kitchen Appliances,Furniture,exploit viral deliverables,2,"Well rather call wall. Include top same worry majority board enjoy.
New design method appear.",No,Defective,59b48608-6f0e-4903-9e26-afdd5806b82a,Not Confirmed,Online,Card,Yes,London,Pending,5,24,Yes,2024-05-01,Quality,Poor,Positive,-0.6300351226578014,150,3,Resolved,Linda Barber,thompsondawn@example.org
Kelly Roberts,mcdonalddustin@example.net,Other,35-44,No,Personal Care,Rice Cookers,matrix B2C ROI,4,"Head though right red. Learn risk tell specific. Yourself set vote state.
Job like feeling rule particularly. Hit force door strategy prepare.",Yes,Other,3f9e31e9-3d36-49a2-a8dd-f36af7fe7bc6,Confirmed,Online,Card,No,Mumbai,Pending,4,5,Yes,2024-10-04,Delivery,Poor,Neutral,0.5388414445875414,87,4,Not Resolved,Rodney Hunt,mcraig@example.com
Jeanette Page,jordanwilliams@example.com,Female,18-24,No,Kitchen Appliances,Pencils,repurpose transparent action-items,3,"Worry idea seem there staff more dinner move. Trip above commercial pressure.
Level ago part Mrs themselves. Management pick television reach forget bank your American.",No,Not as Described,6f683cb3-9d21-47d2-a751-f51003ec57e9,Not Confirmed,Offline,Cash,Yes,London,Pending,4,4,No,2024-08-17,Quality,Poor,Neutral,-0.7098673097453128,186,2,Not Resolved,Jason Howell,jeffreyleonard@example.com
Jeremy Moore,karen30@example.com,Male,45-54,Yes,Household Items,Rice Cookers,strategize turn-key functionalities,4,"Fill trial others range. While change test win.
Start record detail term. Mr reduce knowledge lay more. Congress candidate loss order.
Strong his east very program or protect. Meeting peace painting.",Yes,Missing Parts,2d1a1894-dc8e-4738-99f4-57b528325106,Not Confirmed,Online,Cash,No,New York,Shipped,7,18,No,2024-03-13,Customer Support,Poor,Positive,-0.25638633808050626,179,2,Not Resolved,Matthew Hall,dvalenzuela@example.net
